0.07070	0.05783	-0.01102
0.06571	0.06372	0.00932
0.05438	0.06839	0.02881
0.04186	0.06986	0.04280
0.02838	0.06589	0.05759
0.01750	0.05705	0.07002
0.00812	0.04560	0.07949
-0.00240	0.03209	0.08619
-0.01137	0.01202	0.09050
0.05669	0.07238	-0.00349
0.04739	0.07749	0.01461
0.03306	0.07943	0.03259
0.01973	0.07642	0.04727
0.00788	0.06976	0.05946
-0.00271	0.05940	0.07020
-0.01246	0.04553	0.07897
-0.02308	0.02380	0.08582
0.03735	0.08406	0.00189
0.02501	0.08691	0.01688
0.01183	0.08505	0.03302
-0.00169	0.07980	0.04575
-0.01218	0.07031	0.05807
-0.02160	0.05754	0.06846
-0.03304	0.03910	0.07645
0.01347	0.09098	0.00227
0.00050	0.09063	0.01581
-0.01092	0.08632	0.02990
-0.02196	0.07843	0.04278
-0.03337	0.06533	0.05552
-0.04172	0.04990	0.06507
0.00055	0.09141	-0.01041
-0.01036	0.09141	0.00110
-0.02343	0.08784	0.01409
-0.03350	0.08118	0.02741
-0.04347	0.07059	0.03989
-0.04810	0.05904	0.05162
-0.03552	0.08485	-0.00189
-0.04701	0.07843	0.01015
-0.05456	0.07028	0.02341
-0.05929	0.05920	0.03799
-0.05794	0.04665	0.05413
-0.05208	0.03440	0.06759
-0.04477	0.02175	0.07737
-0.03314	0.00782	0.08547
-0.01802	-0.00711	0.08994
-0.05759	0.07093	-0.01080
-0.06524	0.06477	0.00348
-0.07153	0.05474	0.01876
-0.07288	0.04250	0.03669
-0.06904	0.02904	0.05343
-0.06060	0.01705	0.06709
-0.05018	0.00353	0.07703
-0.03349	-0.01231	0.08480
-0.07187	0.05431	-0.01869
-0.07955	0.04621	-0.00050
-0.08326	0.03472	0.01807
-0.08104	0.02365	0.03657
-0.07410	0.01093	0.05342
-0.06382	-0.00172	0.06624
-0.04855	-0.01651	0.07638
-0.08333	0.03277	-0.02111
-0.08918	0.02260	-0.00063
-0.08916	0.01256	0.01887
-0.08444	0.00229	0.03646
-0.07450	-0.00791	0.05340
-0.06274	-0.02093	0.06395
-0.08174	0.01768	-0.03833
-0.08907	0.01119	-0.02012
-0.09198	-0.00004	-0.00199
-0.08940	-0.01076	0.01884
-0.08212	-0.01792	0.03741
-0.07273	-0.02464	0.05066
-0.07541	0.00816	-0.05206
-0.08902	-0.02323	0.00023
-0.08357	-0.03226	0.02095
-0.07458	-0.03751	0.03866
-0.06329	-0.03815	0.05480
-0.05037	-0.03689	0.06757
-0.03620	-0.03334	0.07773
-0.01844	-0.02789	0.08571
0.00100	-0.01813	0.09019
-0.06698	-0.00444	-0.06291
-0.08129	-0.04094	-0.01344
-0.08081	-0.04368	0.00502
-0.07164	-0.05156	0.02594
-0.06073	-0.05333	0.04395
-0.04861	-0.05168	0.05857
-0.03427	-0.04859	0.07020
-0.01872	-0.04419	0.07849
0.00113	-0.03424	0.08538
-0.05848	-0.01635	-0.06912
-0.06580	-0.02800	-0.05788
-0.06998	-0.04129	-0.04315
-0.07419	-0.04689	-0.02760
-0.07319	-0.05484	-0.01000
-0.06671	-0.06228	0.01159
-0.05547	-0.06763	0.02852
-0.04454	-0.06651	0.04535
-0.03159	-0.06356	0.05854
-0.01776	-0.05790	0.06925
0.00077	-0.06369	0.06639
-0.05545	-0.03394	-0.06510
-0.05970	-0.04445	-0.05407
-0.06163	-0.05676	-0.03799
-0.06403	-0.06161	-0.02384
-0.05903	-0.07039	-0.00502
-0.04839	-0.07692	0.01431
-0.03786	-0.07813	0.03042
-0.02632	-0.07581	0.04498
-0.01312	-0.07040	0.05775
-0.04995	-0.04746	-0.06097
-0.04969	-0.05932	-0.04976
-0.04850	-0.07112	-0.03245
-0.05312	-0.07269	-0.01895
-0.03736	-0.08399	-0.00377
-0.02596	-0.08690	0.01547
-0.01397	-0.08561	0.03066
-0.00747	-0.08065	0.04363
0.00330	-0.07431	0.05414
-0.04146	-0.05922	-0.05690
-0.03845	-0.07040	-0.04504
-0.03210	-0.08133	-0.02863
-0.02269	-0.08832	-0.01220
-0.01606	-0.09059	-0.00012
-0.00662	-0.09066	0.01416
0.00294	-0.08680	0.03034
0.01278	-0.08024	0.04315
0.01723	-0.07027	0.05683
0.01974	-0.05777	0.06882
0.02169	-0.04438	0.07762
0.02058	-0.02714	0.08546
0.01761	-0.00607	0.09009
-0.02988	-0.06825	-0.05398
-0.02382	-0.07845	-0.04175
-0.01718	-0.08793	-0.02089
-0.00511	-0.09050	-0.01571
0.00248	-0.09196	-0.00081
0.01172	-0.09023	0.01364
0.02095	-0.08469	0.02920
0.03242	-0.07442	0.04329
0.03680	-0.06213	0.05701
0.03707	-0.04880	0.06862
0.03756	-0.03323	0.07713
0.03384	-0.01114	0.08482
-0.01597	-0.07424	-0.05194
-0.00813	-0.08084	-0.04316
0.00077	-0.08684	-0.03038
0.01222	-0.08971	-0.01634
0.02205	-0.08927	-0.00303
0.03235	-0.08513	0.01303
0.04201	-0.07711	0.02744
0.05086	-0.06512	0.04045
0.05232	-0.05230	0.05469
0.05286	-0.03789	0.06507
0.05097	-0.01608	0.07489
0.00794	-0.08021	-0.04436
0.01878	-0.08431	-0.03169
0.03192	-0.08559	-0.01096
0.04113	-0.08222	-0.00355
0.05342	-0.07439	0.00872
0.06058	-0.06459	0.02492
0.06544	-0.05200	0.03844
0.06625	-0.03743	0.05171
0.06563	-0.01787	0.06195
0.01396	-0.07507	-0.05132
0.02350	-0.07654	-0.04531
0.03458	-0.07788	-0.03469
0.04958	-0.07369	-0.02401
0.06165	-0.06780	-0.00813
0.06992	-0.05932	0.00751
0.07566	-0.04805	0.02074
0.07669	-0.03536	0.03651
0.07416	-0.02295	0.04937
0.02847	-0.07465	-0.04562
0.03651	-0.07014	-0.04702
0.04767	-0.06936	-0.03716
0.06327	-0.06065	-0.02798
0.07449	-0.05222	-0.01373
0.08307	-0.03951	0.00164
0.08517	-0.02827	0.02029
0.08382	-0.01449	0.03505
0.07599	-0.00377	0.05172
0.06364	0.00103	0.06643
0.04942	0.00545	0.07741
0.03257	0.00941	0.08553
0.00755	0.01277	0.09080
0.03775	-0.06100	-0.05760
0.04856	-0.05832	-0.05201
0.05993	-0.05553	-0.04229
0.07304	-0.04654	-0.03103
0.08217	-0.03758	-0.01730
0.08987	-0.01962	-0.00179
0.08978	-0.00652	0.01898
0.08425	0.00523	0.03659
0.07330	0.01424	0.05374
0.05854	0.01957	0.06822
0.04188	0.02399	0.07832
0.01907	0.02722	0.08579
0.04644	-0.05057	-0.06123
0.05752	-0.04297	-0.05752
0.06869	-0.04022	-0.04613
0.09197	0.00233	-0.00090
